,Govt_ID,Policy_Number,Disease,Disease_Category,Claim_Date
575,LRMOU0721H,W76366,Coronary Artery Disease,cardiac,2020-04-18
576,LRMOU0721H,W76366,Coronary Artery Disease,cardiac,2018-06-08
577,LRMOU0721H,W76366,Angina,cardiac,2024-01-14
578,OEZXC8940D,Y34788,Gastroenteritis,acute,2017-12-06
579,OEZXC8940D,Y34788,Urinary Tract Infection,acute,2016-05-10
580,OEZXC8940D,Y34788,Fracture Femur,surgical,2024-09-29
581,FEJIW7268M,K51121,Dengue,acute,2024-12-22
582,FEJIW7268M,K51121,Urinary Tract Infection,acute,2019-05-09
583,FEJIW7268M,K51121,Chronic Kidney Disease,chronic,2019-09-18
584,FEJIW7268M,K51121,Coronary Artery Disease,cardiac,2020-08-24
585,TBHPU9473I,F31470,Myocardial Infarction,cardiac,2023-01-23
586,TBHPU9473I,F31470,Asthma,chronic,2021-10-21
587,TBHPU9473I,F31470,Lupus,rare,2021-04-02
588,TBHPU9473I,F31470,ACL Tear,surgical,2022-10-28
589,JOBZO4743B,I03956,Multiple Sclerosis,rare,2017-10-13
590,JOBZO4743B,I03956,Autoimmune Disorder,rare,2016-01-13
591,GNDVX5106Z,Z41949,Urinary Tract Infection,acute,2017-11-28
592,GNDVX5106Z,Z41949,Appendicitis,surgical,2022-05-03
593,SELHO9356N,C21575,Myocardial Infarction,cardiac,2018-09-10
594,SELHO9356N,C21575,ACL Tear,surgical,2023-10-06
595,HZHPL8445E,G06920,Gallstones,surgical,2021-05-07
596,HZHPL8445E,G06920,Hernia,surgical,2021-08-27
597,HZHPL8445E,G06920,Autoimmune Disorder,rare,2024-11-12
598,DHVCA3389Q,H61113,Hypothyroidism,chronic,2024-02-27
599,ESVEP6197L,H91941,Viral Fever,acute,2022-01-28
600,ESVEP6197L,H91941,Gastroenteritis,acute,2022-03-20
601,RPRXO1695G,C15354,Dengue,acute,2021-01-17
602,ZHZQB4341I,Z06079,Autoimmune Disorder,rare,2019-02-22
603,ZHZQB4341I,Z06079,ACL Tear,surgical,2022-03-27
604,ZHZQB4341I,Z06079,Diabetes Mellitus,chronic,2024-08-02
605,NQUSG3468Q,Z27266,Coronary Artery Disease,cardiac,2016-02-17
606,NQUSG3468Q,Z27266,Lupus,rare,2018-04-08
607,NQUSG3468Q,Z27266,ACL Tear,surgical,2017-07-19
608,NQUSG3468Q,Z27266,Dengue,acute,2024-12-20
609,AEZHT1839R,W80528,Fracture Femur,surgical,2022-06-17
610,AEZHT1839R,W80528,Urinary Tract Infection,acute,2018-03-25
611,ZSECJ5008D,J15244,Angina,cardiac,2021-04-25
612,GFYVU1418D,K12678,Coronary Artery Disease,cardiac,2021-07-13
613,GFYVU1418D,K12678,Urinary Tract Infection,acute,2016-12-28
614,EMPBX5566P,U47245,Hernia,surgical,2019-12-22
615,EMPBX5566P,U47245,ACL Tear,surgical,2021-04-05
616,EMPBX5566P,U47245,Angina,cardiac,2017-11-20
617,EMPBX5566P,U47245,Chronic Kidney Disease,chronic,2024-08-09
618,ZVMDR5595O,P81287,Gastroenteritis,acute,2019-08-15
619,VFJZR4539S,R85147,Autoimmune Disorder,rare,2022-07-12
620,VFJZR4539S,R85147,Gallstones,surgical,2021-08-14
621,VFJZR4539S,R85147,Pneumonia,acute,2023-11-28
622,FKFUT1335A,N73150,Dengue,acute,2023-09-03
623,KYUGA2657W,D34306,Urinary Tract Infection,acute,2016-11-24
624,KYUGA2657W,D34306,Hernia,surgical,2018-10-30
625,KYUGA2657W,D34306,Myocardial Infarction,cardiac,2016-01-19
626,KYUGA2657W,D34306,Hernia,surgical,2023-11-11
627,KYUGA2657W,D34306,Asthma,chronic,2022-09-06
628,EDSRQ7054B,C67129,Gallstones,surgical,2022-12-22
629,LCNAH7682I,P56727,Coronary Artery Disease,cardiac,2018-11-14
630,LCNAH7682I,P56727,Gastroenteritis,acute,2022-07-08
631,DNSKN9668H,Q93816,Multiple Sclerosis,rare,2017-04-20
632,DNSKN9668H,Q93816,Fracture Femur,surgical,2020-03-26
633,PIWYS2624Y,G62116,Fracture Femur,surgical,2024-08-29
634,TPNBT4773M,X84916,Diabetes Mellitus,chronic,2020-06-08
635,TPNBT4773M,X84916,Chronic Kidney Disease,chronic,2023-08-06
636,TPNBT4773M,X84916,Appendicitis,surgical,2024-10-02
637,TPNBT4773M,X84916,Autoimmune Disorder,rare,2021-09-10
638,TPNBT4773M,X84916,Hernia,surgical,2017-07-05
639,AQTOY3682G,L90480,Autoimmune Disorder,rare,2023-08-20
640,AQTOY3682G,L90480,Hernia,surgical,2017-08-29
641,CLMEG1434E,K14841,Hypertension,chronic,2016-03-10
642,CLMEG1434E,K14841,Hypertension,chronic,2022-09-01
643,CLMEG1434E,K14841,ACL Tear,surgical,2023-02-09
644,OODNG2358D,Z42200,Pneumonia,acute,2024-08-28
645,QYELH5283P,R84088,Dengue,acute,2023-03-06
646,QYELH5283P,R84088,Asthma,chronic,2023-02-07
647,QYELH5283P,R84088,Asthma,chronic,2024-09-16
648,QYELH5283P,R84088,Urinary Tract Infection,acute,2023-08-14
649,QYELH5283P,R84088,Lupus,rare,2021-08-15
650,TKTUC2552B,Y64092,Fracture Femur,surgical,2017-12-08
651,TKTUC2552B,Y64092,Asthma,chronic,2018-06-19
652,WUPHB3954G,O19129,Viral Fever,acute,2020-02-02
653,WUPHB3954G,O19129,Hypothyroidism,chronic,2022-12-01
654,WUPHB3954G,O19129,Pneumonia,acute,2020-03-02
655,WUPHB3954G,O19129,Urinary Tract Infection,acute,2016-04-08
656,WUPHB3954G,O19129,Diabetes Mellitus,chronic,2021-04-22
657,KEJNG7755L,W01026,Multiple Sclerosis,rare,2023-01-14
658,JIKTI2424C,T86397,Urinary Tract Infection,acute,2020-10-31
659,JIKTI2424C,T86397,Gastroenteritis,acute,2017-05-01
660,JLOEE1929L,C76014,Multiple Sclerosis,rare,2020-03-14
661,JLOEE1929L,C76014,Viral Fever,acute,2024-02-10
662,VMTSH2899X,W46423,Lupus,rare,2019-08-25
663,VMTSH2899X,W46423,Viral Fever,acute,2016-09-14
664,VMTSH2899X,W46423,Coronary Artery Disease,cardiac,2017-11-01
665,VMTSH2899X,W46423,Coronary Artery Disease,cardiac,2022-01-09
666,VMTSH2899X,W46423,Multiple Sclerosis,rare,2017-02-01
667,NKYPG7200P,M59951,Myocardial Infarction,cardiac,2024-09-09
668,NKYPG7200P,M59951,Angina,cardiac,2023-07-19
669,NKYPG7200P,M59951,Viral Fever,acute,2021-05-27
670,NKYPG7200P,M59951,Lupus,rare,2018-03-24
671,LCPPE9675B,I11633,Hypertension,chronic,2022-11-09
672,LCPPE9675B,I11633,Myocardial Infarction,cardiac,2018-11-02
673,LCPPE9675B,I11633,Dengue,acute,2016-02-16
674,LCPPE9675B,I11633,Coronary Artery Disease,cardiac,2023-06-13
675,LCPPE9675B,I11633,Gastroenteritis,acute,2018-11-23
676,UCWOA1386W,B32687,Hypothyroidism,chronic,2018-10-08
677,LTHDW1540W,F29287,Coronary Artery Disease,cardiac,2020-12-10
678,DEMNJ9326G,U45018,Viral Fever,acute,2016-07-06
679,DEMNJ9326G,U45018,Lupus,rare,2022-07-04
680,DEMNJ9326G,U45018,Gallstones,surgical,2018-10-19
681,DEMNJ9326G,U45018,Hernia,surgical,2024-08-17
682,KBBDR8299N,C72890,Urinary Tract Infection,acute,2018-02-22
683,ZMABY3742Q,E81709,Multiple Sclerosis,rare,2024-10-20
684,ZMABY3742Q,E81709,Lupus,rare,2017-10-08
685,WYSGQ1630N,X57381,Chronic Kidney Disease,chronic,2021-09-26
686,WYSGQ1630N,X57381,Chronic Kidney Disease,chronic,2016-08-25
687,WYSGQ1630N,X57381,Multiple Sclerosis,rare,2017-01-01
688,WYSGQ1630N,X57381,Myocardial Infarction,cardiac,2021-03-26
689,OMBEW0961H,H71493,Autoimmune Disorder,rare,2020-04-21
690,OMBEW0961H,H71493,Multiple Sclerosis,rare,2021-11-08
691,OMBEW0961H,H71493,Gastroenteritis,acute,2017-04-11
692,OMBEW0961H,H71493,Myocardial Infarction,cardiac,2021-09-10
693,HIYYO0198D,J64773,Coronary Artery Disease,cardiac,2023-01-03
694,HIYYO0198D,J64773,Angina,cardiac,2020-03-29
695,HIYYO0198D,J64773,Autoimmune Disorder,rare,2024-07-04
696,HIYYO0198D,J64773,Diabetes Mellitus,chronic,2019-09-02
697,LZVVK4868H,Z94351,Fracture Femur,surgical,2024-12-02
698,IZUFG3921L,Q60216,Hypertension,chronic,2019-05-07
699,IZUFG3921L,Q60216,Hypothyroidism,chronic,2022-09-09
700,IZUFG3921L,Q60216,Dengue,acute,2017-12-07
701,TDNRP0376L,F21073,Lupus,rare,2017-03-15
702,TDNRP0376L,F21073,Appendicitis,surgical,2024-10-10
703,TDNRP0376L,F21073,Gallstones,surgical,2022-01-04
704,TDNRP0376L,F21073,Lupus,rare,2021-10-08
705,OMUSQ5326X,Z42637,Urinary Tract Infection,acute,2024-06-20
706,OMUSQ5326X,Z42637,Autoimmune Disorder,rare,2017-03-11
707,OMUSQ5326X,Z42637,Hypothyroidism,chronic,2024-07-16
708,OMUSQ5326X,Z42637,Lupus,rare,2017-01-22
709,POIXV5616J,D69561,Lupus,rare,2020-01-15
710,POIXV5616J,D69561,Autoimmune Disorder,rare,2017-12-23
711,POIXV5616J,D69561,Gastroenteritis,acute,2017-03-21
712,POIXV5616J,D69561,Fracture Femur,surgical,2018-12-31
713,LRDXQ4173U,S55301,Autoimmune Disorder,rare,2021-06-30
714,LRDXQ4173U,S55301,Myocardial Infarction,cardiac,2023-08-11
715,LRDXQ4173U,S55301,Myocardial Infarction,cardiac,2023-05-08
716,LRDXQ4173U,S55301,Multiple Sclerosis,rare,2016-12-06
717,MVHLK2998N,L20338,Viral Fever,acute,2019-03-14
718,MVHLK2998N,L20338,Multiple Sclerosis,rare,2022-09-28
719,MVHLK2998N,L20338,Viral Fever,acute,2021-10-02
720,MVHLK2998N,L20338,Fracture Femur,surgical,2019-03-29
721,MVHLK2998N,L20338,Pneumonia,acute,2024-06-15
722,OMNEZ9451D,I83243,Asthma,chronic,2021-07-28
723,OMNEZ9451D,I83243,Gastroenteritis,acute,2021-10-12
724,OMNEZ9451D,I83243,Dengue,acute,2018-02-24
725,OMNEZ9451D,I83243,Urinary Tract Infection,acute,2024-11-28
726,DMMZO4939G,W20679,Autoimmune Disorder,rare,2020-01-16
727,DMMZO4939G,W20679,Fracture Femur,surgical,2021-02-19
728,DMMZO4939G,W20679,Gastroenteritis,acute,2023-05-29
729,DMMZO4939G,W20679,Hypothyroidism,chronic,2019-10-20
730,DMMZO4939G,W20679,Gallstones,surgical,2024-01-20
731,UJSLG0925K,Q65345,Coronary Artery Disease,cardiac,2020-08-28
732,UJSLG0925K,Q65345,Angina,cardiac,2016-12-27
733,UJSLG0925K,Q65345,Dengue,acute,2018-06-05
734,UJSLG0925K,Q65345,Autoimmune Disorder,rare,2020-02-03
735,UJSLG0925K,Q65345,Angina,cardiac,2022-10-30
736,GEJNN2866R,D44802,Autoimmune Disorder,rare,2023-03-26
737,AQSSM3474X,I81486,Angina,cardiac,2021-09-16
738,AQSSM3474X,I81486,Autoimmune Disorder,rare,2019-10-09
739,AQSSM3474X,I81486,Appendicitis,surgical,2016-11-20
740,AQSSM3474X,I81486,Dengue,acute,2016-12-25
741,XSTHC2254E,D90205,Urinary Tract Infection,acute,2023-06-29
742,XSTHC2254E,D90205,Hypertension,chronic,2022-01-06
743,XSTHC2254E,D90205,Autoimmune Disorder,rare,2017-05-19
744,XSTHC2254E,D90205,Multiple Sclerosis,rare,2018-08-20
745,PXSDV6268I,G20766,Angina,cardiac,2022-07-04
746,PXSDV6268I,G20766,Chronic Kidney Disease,chronic,2022-08-29
747,PXSDV6268I,G20766,Multiple Sclerosis,rare,2017-11-09
748,PXSDV6268I,G20766,Dengue,acute,2016-08-03
749,PXSDV6268I,G20766,Autoimmune Disorder,rare,2019-12-13
750,BCXVQ9481L,M63687,Lupus,rare,2024-09-14
751,BCXVQ9481L,M63687,Autoimmune Disorder,rare,2016-10-29
752,MFDDB0209U,P56209,Angina,cardiac,2017-08-22
753,LXJCO1011U,L57437,Multiple Sclerosis,rare,2022-11-01
754,LXJCO1011U,L57437,Appendicitis,surgical,2017-04-16
755,LXJCO1011U,L57437,Fracture Femur,surgical,2019-01-11
756,ACCTQ0293J,L45489,Gastroenteritis,acute,2020-05-11
757,ACCTQ0293J,L45489,Autoimmune Disorder,rare,2017-12-28
758,ACCTQ0293J,L45489,Urinary Tract Infection,acute,2017-05-21
759,ACCTQ0293J,L45489,Diabetes Mellitus,chronic,2022-01-02
760,ACCTQ0293J,L45489,Fracture Femur,surgical,2017-12-24
761,RFZAE7183R,D93531,Hernia,surgical,2020-08-16
762,RFZAE7183R,D93531,Viral Fever,acute,2024-04-16
763,RFZAE7183R,D93531,Lupus,rare,2021-11-11
764,RFZAE7183R,D93531,Diabetes Mellitus,chronic,2017-10-30
765,VEZRM2650P,Z44153,Asthma,chronic,2023-12-18
766,VEZRM2650P,Z44153,Viral Fever,acute,2019-11-07
767,VEZRM2650P,Z44153,Chronic Kidney Disease,chronic,2017-10-01
768,VEZRM2650P,Z44153,ACL Tear,surgical,2024-12-10
769,DYUSA6470D,J00356,Viral Fever,acute,2017-03-09
770,DYUSA6470D,J00356,Lupus,rare,2021-09-29
771,NJBUV2581Z,K14809,Diabetes Mellitus,chronic,2022-07-02
772,NJBUV2581Z,K14809,Gastroenteritis,acute,2024-03-07
773,NJBUV2581Z,K14809,Dengue,acute,2023-05-28
774,RTYFU7936F,F07506,Fracture Femur,surgical,2021-06-05
775,RTYFU7936F,F07506,Fracture Femur,surgical,2024-06-06
776,RTYFU7936F,F07506,Fracture Femur,surgical,2022-02-19
777,OVVOJ1814W,F09927,Lupus,rare,2020-06-03
778,OVVOJ1814W,F09927,Gastroenteritis,acute,2023-06-11
779,OVVOJ1814W,F09927,Hypothyroidism,chronic,2023-10-26
780,OVVOJ1814W,F09927,Angina,cardiac,2020-05-18
781,OVVOJ1814W,F09927,Appendicitis,surgical,2016-04-04
782,LYIYO2706U,G69097,Gastroenteritis,acute,2017-05-24
783,LYIYO2706U,G69097,Urinary Tract Infection,acute,2023-10-14
784,LYIYO2706U,G69097,Coronary Artery Disease,cardiac,2023-09-05
785,PVIIX0441F,T43420,ACL Tear,surgical,2017-01-13
786,PVIIX0441F,T43420,Gastroenteritis,acute,2022-03-13
787,PVIIX0441F,T43420,Dengue,acute,2017-08-19
788,SMGCL2478L,O03493,Angina,cardiac,2019-01-31
789,SMGCL2478L,O03493,Hypertension,chronic,2020-07-20
790,LIVGV5930U,A85472,Gastroenteritis,acute,2023-09-13
791,YOMAT5483N,I18856,Autoimmune Disorder,rare,2018-08-29
792,YOMAT5483N,I18856,Gastroenteritis,acute,2020-03-02
793,RMFXZ0664K,D39437,Hypertension,chronic,2016-10-17
794,RMFXZ0664K,D39437,Hypertension,chronic,2018-09-15
795,RMFXZ0664K,D39437,Myocardial Infarction,cardiac,2018-09-08
796,RMFXZ0664K,D39437,Myocardial Infarction,cardiac,2023-12-23
797,RMFXZ0664K,D39437,ACL Tear,surgical,2017-07-25
798,UNNZL2251E,U03694,Asthma,chronic,2024-07-11
799,UNNZL2251E,U03694,Myocardial Infarction,cardiac,2023-03-04
800,LJHGL0745I,U39983,Lupus,rare,2024-12-29
801,LJHGL0745I,U39983,Multiple Sclerosis,rare,2019-05-23
802,LJHGL0745I,U39983,Appendicitis,surgical,2021-09-17
803,NYBBU8694W,J99141,Fracture Femur,surgical,2021-09-03
804,NYBBU8694W,J99141,Angina,cardiac,2019-11-25
805,NYBBU8694W,J99141,Viral Fever,acute,2024-12-28
806,XGDPR4265C,P00754,Angina,cardiac,2022-04-23
807,XGDPR4265C,P00754,Urinary Tract Infection,acute,2022-01-14
808,BUZFJ7098G,B96373,ACL Tear,surgical,2020-12-27
809,JQTRY0291N,E69245,Diabetes Mellitus,chronic,2021-10-09
810,JQTRY0291N,E69245,Multiple Sclerosis,rare,2021-09-18
811,JQTRY0291N,E69245,Dengue,acute,2022-12-01
812,JQTRY0291N,E69245,Appendicitis,surgical,2017-09-09
813,DAVIB8797L,X89718,Chronic Kidney Disease,chronic,2018-01-11
814,DAVIB8797L,X89718,Autoimmune Disorder,rare,2024-03-25
815,DAVIB8797L,X89718,Pneumonia,acute,2019-11-18
816,CUKPE8912V,G12557,Lupus,rare,2016-11-15
817,CUKPE8912V,G12557,Coronary Artery Disease,cardiac,2019-07-11
818,CUKPE8912V,G12557,Appendicitis,surgical,2021-07-05
819,QIHWJ2863F,J19709,Gastroenteritis,acute,2017-02-24
820,QIHWJ2863F,J19709,Dengue,acute,2017-03-02
821,QIHWJ2863F,J19709,Angina,cardiac,2020-08-08
822,QIHWJ2863F,J19709,Multiple Sclerosis,rare,2023-10-12
823,QIHWJ2863F,J19709,Autoimmune Disorder,rare,2021-09-18
824,MMIFK4261X,Y48369,Dengue,acute,2023-11-07
825,MMIFK4261X,Y48369,Appendicitis,surgical,2019-02-10
826,MMIFK4261X,Y48369,Coronary Artery Disease,cardiac,2017-02-01
827,MMIFK4261X,Y48369,Hernia,surgical,2018-06-05
828,CUUVU0664M,I84019,Myocardial Infarction,cardiac,2021-11-01
829,CUUVU0664M,I84019,Myocardial Infarction,cardiac,2017-07-23
830,CUUVU0664M,I84019,Angina,cardiac,2016-08-03
831,DCXMA2260W,F94773,Autoimmune Disorder,rare,2020-10-24
832,AZOYJ7237G,J78384,Viral Fever,acute,2018-05-16
833,IVJIZ6950H,I22587,Gallstones,surgical,2022-05-03
834,IVJIZ6950H,I22587,Autoimmune Disorder,rare,2018-09-26
835,IVJIZ6950H,I22587,Autoimmune Disorder,rare,2019-08-10
836,IVJIZ6950H,I22587,Urinary Tract Infection,acute,2024-07-06
837,UCZTZ0315Z,A51816,Asthma,chronic,2023-05-26
838,VFTVX4910N,A68025,Asthma,chronic,2020-06-08
839,VFTVX4910N,A68025,Gallstones,surgical,2022-05-04
840,VFTVX4910N,A68025,Fracture Femur,surgical,2020-06-16
841,MTRDT0416B,L05083,Gallstones,surgical,2024-12-14
842,MTRDT0416B,L05083,Myocardial Infarction,cardiac,2016-03-27
843,MTRDT0416B,L05083,Viral Fever,acute,2023-01-27
844,KKAMB5047I,J46831,Fracture Femur,surgical,2017-09-14
845,KKAMB5047I,J46831,Autoimmune Disorder,rare,2019-02-10
846,KKAMB5047I,J46831,Gallstones,surgical,2018-08-21
847,KKAMB5047I,J46831,Multiple Sclerosis,rare,2024-01-21
848,MBNKO9649F,P75920,Chronic Kidney Disease,chronic,2021-10-19
849,MBNKO9649F,P75920,Multiple Sclerosis,rare,2017-01-30
850,MBNKO9649F,P75920,Lupus,rare,2016-02-09
851,MBNKO9649F,P75920,Gallstones,surgical,2022-08-20
852,JDMXA7559E,R54404,Hypothyroidism,chronic,2017-04-27
853,JDMXA7559E,R54404,Hernia,surgical,2020-10-13
854,JDMXA7559E,R54404,Urinary Tract Infection,acute,2022-09-26
855,JDMXA7559E,R54404,Autoimmune Disorder,rare,2022-05-30
856,JDMXA7559E,R54404,Chronic Kidney Disease,chronic,2019-12-26
857,HEHGK0893E,U79598,Hypertension,chronic,2024-12-06
858,VRZAQ7649M,X71999,Multiple Sclerosis,rare,2016-10-08
859,VRZAQ7649M,X71999,Pneumonia,acute,2022-04-02
860,FNQZY0975U,L94180,Gallstones,surgical,2018-09-13
861,FNQZY0975U,L94180,Lupus,rare,2021-06-10
862,FNQZY0975U,L94180,Viral Fever,acute,2016-01-21
863,FNQZY0975U,L94180,Dengue,acute,2020-01-11
864,FNQZY0975U,L94180,Asthma,chronic,2022-07-09
865,GQGNY6714V,W66224,Autoimmune Disorder,rare,2018-10-03
866,GQGNY6714V,W66224,Lupus,rare,2017-08-10
867,GQGNY6714V,W66224,Myocardial Infarction,cardiac,2024-08-02
868,ZSZXJ4963J,D43055,Asthma,chronic,2021-02-28
869,ZSZXJ4963J,D43055,Angina,cardiac,2024-03-24
870,ZSZXJ4963J,D43055,Hernia,surgical,2020-02-12
871,ZSZXJ4963J,D43055,Viral Fever,acute,2017-05-02
872,ZSZXJ4963J,D43055,Fracture Femur,surgical,2023-04-25
873,XAGAC8148S,L45941,Fracture Femur,surgical,2018-01-18
874,XAGAC8148S,L45941,Appendicitis,surgical,2017-01-10
875,XAGAC8148S,L45941,Urinary Tract Infection,acute,2020-07-15
876,XAGAC8148S,L45941,Lupus,rare,2016-06-28
877,CAHJY6037N,E81547,Hypothyroidism,chronic,2023-06-24
878,CAHJY6037N,E81547,Multiple Sclerosis,rare,2019-07-15
879,CAHJY6037N,E81547,Pneumonia,acute,2017-08-27
880,TZXXB1982G,K64633,Autoimmune Disorder,rare,2019-11-10
881,TZXXB1982G,K64633,Viral Fever,acute,2024-07-20
882,TZXXB1982G,K64633,ACL Tear,surgical,2024-09-22
883,TZXXB1982G,K64633,Multiple Sclerosis,rare,2021-09-26
884,STMOW2499K,B22263,Lupus,rare,2024-01-23
885,ZRDYQ7897J,J44717,Urinary Tract Infection,acute,2020-12-01
886,ZRDYQ7897J,J44717,Gastroenteritis,acute,2022-05-12
887,LNYRY0663L,R00863,Autoimmune Disorder,rare,2024-07-12
888,LNYRY0663L,R00863,Angina,cardiac,2017-10-23
889,LNYRY0663L,R00863,Coronary Artery Disease,cardiac,2024-06-30
890,LNYRY0663L,R00863,Asthma,chronic,2019-03-05
891,LNYRY0663L,R00863,Hypertension,chronic,2023-07-05
892,IRANO7813S,X29128,Viral Fever,acute,2020-10-02
893,IRANO7813S,X29128,Multiple Sclerosis,rare,2017-10-13
894,IRANO7813S,X29128,Hernia,surgical,2016-12-30
895,VWJGS7106N,G98141,Gallstones,surgical,2024-07-26
896,CKXLP9881Y,F98113,Chronic Kidney Disease,chronic,2016-11-01
897,CKXLP9881Y,F98113,Hypothyroidism,chronic,2024-08-22
898,DLFVK5155K,E21838,ACL Tear,surgical,2021-10-10
899,DLFVK5155K,E21838,Gallstones,surgical,2019-09-08
900,DLFVK5155K,E21838,Diabetes Mellitus,chronic,2024-03-06
901,DLFVK5155K,E21838,Dengue,acute,2023-05-26
902,OIBFH8403T,E50154,Coronary Artery Disease,cardiac,2023-06-05
903,OIBFH8403T,E50154,Autoimmune Disorder,rare,2016-08-07
904,OIBFH8403T,E50154,ACL Tear,surgical,2022-06-12
905,XQAUR0403M,H16832,Dengue,acute,2020-12-24
906,XQAUR0403M,H16832,Multiple Sclerosis,rare,2024-01-30
907,XQAUR0403M,H16832,Hypothyroidism,chronic,2024-11-24
908,XQAUR0403M,H16832,Fracture Femur,surgical,2023-04-10
909,FKTRT4741C,W94005,Hypothyroidism,chronic,2020-08-29
910,ULHPC1110Y,Q61241,Dengue,acute,2017-12-28
911,ULHPC1110Y,Q61241,Urinary Tract Infection,acute,2024-12-23
912,XAKUZ2733Z,L34983,Hypertension,chronic,2018-06-14
913,XAKUZ2733Z,L34983,Viral Fever,acute,2020-12-11
914,XAKUZ2733Z,L34983,Dengue,acute,2017-09-20
915,XAKUZ2733Z,L34983,Coronary Artery Disease,cardiac,2020-03-02
916,AOJPJ9995S,M74757,Hypertension,chronic,2020-09-04
917,AOJPJ9995S,M74757,Myocardial Infarction,cardiac,2019-05-12
918,AOJPJ9995S,M74757,Dengue,acute,2023-01-14
919,AOJPJ9995S,M74757,Appendicitis,surgical,2023-01-17
920,AOJPJ9995S,M74757,Pneumonia,acute,2022-06-25
921,XLJBE0497D,K26633,Coronary Artery Disease,cardiac,2017-08-13
922,XLJBE0497D,K26633,Pneumonia,acute,2016-08-02
923,XLJBE0497D,K26633,Hypertension,chronic,2024-08-10
924,XLJBE0497D,K26633,Myocardial Infarction,cardiac,2016-07-01
925,XLJBE0497D,K26633,Lupus,rare,2017-12-11
926,PTENY5650Y,S12828,Diabetes Mellitus,chronic,2021-11-08
927,PTENY5650Y,S12828,Multiple Sclerosis,rare,2019-08-30
928,PTENY5650Y,S12828,Angina,cardiac,2021-10-17
929,PTENY5650Y,S12828,Angina,cardiac,2020-07-18
930,PTENY5650Y,S12828,Autoimmune Disorder,rare,2016-09-10
931,QOFTO2597L,S91137,Autoimmune Disorder,rare,2022-09-14
932,QOFTO2597L,S91137,Angina,cardiac,2022-02-19
933,QOFTO2597L,S91137,Chronic Kidney Disease,chronic,2016-09-11
934,QOFTO2597L,S91137,Dengue,acute,2023-05-11
935,QOFTO2597L,S91137,Hypothyroidism,chronic,2021-09-25
936,NEUDO3170J,I15850,Gallstones,surgical,2016-10-24
937,NEUDO3170J,I15850,Lupus,rare,2021-12-24
938,NEUDO3170J,I15850,Lupus,rare,2019-08-30
939,NEUDO3170J,I15850,Urinary Tract Infection,acute,2019-11-08
940,FVNBY1955J,P78850,Angina,cardiac,2022-10-15
941,FVNBY1955J,P78850,Pneumonia,acute,2017-10-23
942,FVNBY1955J,P78850,Fracture Femur,surgical,2019-11-25
943,GJYWV6876B,U02704,Autoimmune Disorder,rare,2023-12-02
944,GJYWV6876B,U02704,Myocardial Infarction,cardiac,2018-04-01
945,GJYWV6876B,U02704,Urinary Tract Infection,acute,2019-07-30
946,ENFHW6885S,U68414,Pneumonia,acute,2023-08-20
947,ENFHW6885S,U68414,Viral Fever,acute,2018-10-20
948,ENFHW6885S,U68414,Coronary Artery Disease,cardiac,2020-10-14
949,ENFHW6885S,U68414,ACL Tear,surgical,2023-01-30
950,HDGJY7653X,I59621,Urinary Tract Infection,acute,2017-12-28
951,HDGJY7653X,I59621,Gastroenteritis,acute,2017-03-26
952,MDDLG4971N,N80442,Lupus,rare,2024-06-19
953,MDDLG4971N,N80442,Gastroenteritis,acute,2021-08-17
954,TFRTJ5118P,O76348,Hypothyroidism,chronic,2018-08-18
955,JGWRE8691A,P61346,Dengue,acute,2016-11-29
956,JGWRE8691A,P61346,ACL Tear,surgical,2018-03-25
957,JGWRE8691A,P61346,Urinary Tract Infection,acute,2020-07-06
958,VLYSJ4184J,D86028,Hypothyroidism,chronic,2022-01-28
959,VLYSJ4184J,D86028,Pneumonia,acute,2024-12-03
960,VLYSJ4184J,D86028,Autoimmune Disorder,rare,2022-03-18
961,VLYSJ4184J,D86028,Hernia,surgical,2018-12-24
962,VLYSJ4184J,D86028,Viral Fever,acute,2020-12-28
963,OFWCA8595G,L54177,Asthma,chronic,2018-04-28
964,OFWCA8595G,L54177,Pneumonia,acute,2020-04-30
965,OFWCA8595G,L54177,Dengue,acute,2019-10-27
966,UNEFX0916Y,F14177,Pneumonia,acute,2024-01-15
967,CHCTY7907F,Q27604,Autoimmune Disorder,rare,2023-04-20
968,CHCTY7907F,Q27604,Gastroenteritis,acute,2021-11-07
969,CHCTY7907F,Q27604,Autoimmune Disorder,rare,2016-06-20
970,CCNFF8508A,Z52193,Coronary Artery Disease,cardiac,2021-07-30
971,CCNFF8508A,Z52193,Hernia,surgical,2017-08-15
972,CCNFF8508A,Z52193,Myocardial Infarction,cardiac,2020-03-01
973,CCNFF8508A,Z52193,Diabetes Mellitus,chronic,2020-07-21
974,SXKIK0481I,U22646,Gastroenteritis,acute,2020-08-03
975,SXKIK0481I,U22646,Gallstones,surgical,2017-10-17
976,LIPYB6677N,G26048,Asthma,chronic,2020-03-31
977,LIPYB6677N,G26048,Autoimmune Disorder,rare,2019-05-22
978,TIHIS0556P,L08732,Coronary Artery Disease,cardiac,2024-08-30
979,TIHIS0556P,L08732,Lupus,rare,2019-05-03
980,TIHIS0556P,L08732,Multiple Sclerosis,rare,2016-10-05
981,TIHIS0556P,L08732,Myocardial Infarction,cardiac,2023-11-28
982,OJASB7049J,V02702,Autoimmune Disorder,rare,2017-01-31
983,YUKYF7979S,O85231,Appendicitis,surgical,2020-06-02
